org_id remap_id
1 0
http://dbpedia.org/resource/Jumanji 1
http://dbpedia.org/resource/Grumpier_Old_Men 2
http://dbpedia.org/resource/Waiting_to_Exhale 3
http://dbpedia.org/resource/Father_of_the_Bride_Part_II 4
http://dbpedia.org/resource/Heat_(1995_film) 5
http://dbpedia.org/resource/Sabrina_(1995_film) 6
http://dbpedia.org/resource/Tom_and_Huck 7
http://dbpedia.org/resource/Sudden_Death 8
http://dbpedia.org/resource/GoldenEye 9
http://dbpedia.org/resource/The_American_President 10
http://dbpedia.org/resource/Dracula:_Dead_and_Loving_It 11
http://dbpedia.org/resource/Balto_(film) 12
http://dbpedia.org/resource/Nixon_(film) 13
http://dbpedia.org/resource/Cutthroat_Island 14
http://dbpedia.org/resource/Casino_(film) 15
http://dbpedia.org/resource/Sense_and_Sensibility_(film) 16
http://dbpedia.org/resource/Four_Rooms 17
http://dbpedia.org/resource/Ace_Ventura:_When_Nature_Calls 18
http://dbpedia.org/resource/Money_Train_(film) 19
http://dbpedia.org/resource/Get_Shorty_(film) 20
http://dbpedia.org/resource/Copycat_(film) 21
http://dbpedia.org/resource/Assassins_(film) 22
http://dbpedia.org/resource/Powder_(film) 23
http://dbpedia.org/resource/Leaving_Las_Vegas 24
http://dbpedia.org/resource/Othello_(1995_film) 25
http://dbpedia.org/resource/I_Now_Pronounce_You_Chuck_and_Larry 26
http://dbpedia.org/resource/Persuasion_(1995_film) 27
http://dbpedia.org/resource/The_City_of_Lost_Children 28
http://dbpedia.org/resource/Shanghai_Triad 29
http://dbpedia.org/resource/Dangerous_Minds 30
http://dbpedia.org/resource/12_Monkeys 31
http://dbpedia.org/resource/Babe_(film) 32
http://dbpedia.org/resource/Carrington_(film) 33
http://dbpedia.org/resource/Dead_Man_Walking_(film) 34
http://dbpedia.org/resource/It_Takes_Two_(1995_film) 35
http://dbpedia.org/resource/Clueless_(film) 36
http://dbpedia.org/resource/Cry,_the_Beloved_Country_(1995_film) 37
http://dbpedia.org/resource/Richard_III_(1995_film) 38
http://dbpedia.org/resource/Dead_Presidents 39
http://dbpedia.org/resource/Restoration_(1995_film) 40
http://dbpedia.org/resource/Mortal_Kombat_(film) 41
http://dbpedia.org/resource/To_Die_For_(1994_film) 42
http://dbpedia.org/resource/How_to_Make_an_American_Quilt 43
http://dbpedia.org/resource/Seven_(1995_film) 44
http://dbpedia.org/resource/Pocahontas_(1995_film) 45
http://dbpedia.org/resource/When_Night_Is_Falling 46
http://dbpedia.org/resource/The_Usual_Suspects 47
http://dbpedia.org/resource/Mighty_Aphrodite 48
http://dbpedia.org/resource/The_Big_Green 49
http://dbpedia.org/resource/Georgia_(1995_film) 50
http://dbpedia.org/resource/Home_for_the_Holidays_(film) 51
58 52
http://dbpedia.org/resource/The_Indian_in_the_Cupboard_(film) 53
http://dbpedia.org/resource/Eye_for_an_Eye_(1996_film) 54
http://dbpedia.org/resource/Mr._Holland's_Opus 55
http://dbpedia.org/resource/Don't_Be_a_Menace_to_South_Central_While_Drinking_Your_Juice_in_the_Hood 56
http://dbpedia.org/resource/Two_If_by_Sea 57
http://dbpedia.org/resource/Bio-Dome 58
http://dbpedia.org/resource/Lawnmower_Man_2:_Beyond_Cyberspace 59
http://dbpedia.org/resource/French_Twist_(film) 60
http://dbpedia.org/resource/Friday_(1995_film) 61
http://dbpedia.org/resource/From_Dusk_till_Dawn 62
http://dbpedia.org/resource/Fair_Game_(1995_film) 63
http://dbpedia.org/resource/Kicking_and_Screaming_(1995_film) 64
73 65
http://dbpedia.org/resource/Bed_of_Roses_(1996_film) 66
http://dbpedia.org/resource/Big_Bully_(film) 67
http://dbpedia.org/resource/Screamers_(1995_film) 68
77 69
http://dbpedia.org/resource/The_Crossing_Guard 70
http://dbpedia.org/resource/The_Juror 71
80 72
http://dbpedia.org/resource/Things_to_Do_in_Denver_When_You're_Dead 73
http://dbpedia.org/resource/Antonia's_Line 74
83 75
http://dbpedia.org/resource/Last_Summer_in_the_Hamptons 76
85 77
http://dbpedia.org/resource/White_Squall_(film) 78
http://dbpedia.org/resource/Dunston_Checks_In 79
http://dbpedia.org/resource/Black_Sheep_(1996_film) 80
http://dbpedia.org/resource/Nick_of_Time_(film) 81
http://dbpedia.org/resource/Mary_Reilly_(film) 82
http://dbpedia.org/resource/Vampire_in_Brooklyn 83
http://dbpedia.org/resource/Beautiful_Girls_(film) 84
http://dbpedia.org/resource/Broken_Arrow_(1996_film) 85
http://dbpedia.org/resource/In_the_Bleak_Midwinter_(film) 86
97 87
http://dbpedia.org/resource/Heidi_Fleiss:_Hollywood_Madam 88
http://dbpedia.org/resource/City_Hall_(film) 89
http://dbpedia.org/resource/Bottle_Rocket 90
http://dbpedia.org/resource/Mr._Wrong 91
http://dbpedia.org/resource/Unforgettable 92
http://dbpedia.org/resource/Happy_Gilmore 93
http://dbpedia.org/resource/The_Bridges_of_Madison_County_(film) 94
106 95
http://dbpedia.org/resource/Muppet_Treasure_Island 96
http://dbpedia.org/resource/Braveheart_(1925_film) 97
http://dbpedia.org/resource/Taxi_Driver_(1954_film) 98
112 99
http://dbpedia.org/resource/Before_and_After_(film) 100
http://dbpedia.org/resource/Margaret's_Museum 101
http://dbpedia.org/resource/Anne_Frank_Remembered 102
http://dbpedia.org/resource/The_Young_Poisoner's_Handbook 103
http://dbpedia.org/resource/If_Lucy_Fell 104
http://dbpedia.org/resource/Steal_Big_Steal_Little 105
http://dbpedia.org/resource/The_Boys_of_St._Vincent 106
http://dbpedia.org/resource/Boomerang_(1992_film) 107
123 108
124 109
http://dbpedia.org/resource/Flirting_with_Disaster_(film) 110
http://dbpedia.org/resource/The_NeverEnding_Story_III 111
128 112
http://dbpedia.org/resource/Pie_in_the_Sky_(1996_film) 113
http://dbpedia.org/resource/Frankie_Starlight 114
http://dbpedia.org/resource/Jade_(film) 115
http://dbpedia.org/resource/Down_Periscope 116
http://dbpedia.org/resource/Man_of_the_Year_(1995_film) 117
140 118
http://dbpedia.org/resource/The_Birdcage 119
http://dbpedia.org/resource/The_Brothers_McMullen 120
http://dbpedia.org/resource/Bad_Boys_(1995_film) 121
http://dbpedia.org/resource/The_Amazing_Panda_Adventure 122
http://dbpedia.org/resource/The_Basketball_Diaries_(film) 123
http://dbpedia.org/resource/An_Awfully_Big_Adventure 124
http://dbpedia.org/resource/Amateur_(film) 125
http://dbpedia.org/resource/Apollo_13_(film) 126
http://dbpedia.org/resource/Rob_Roy 127
http://dbpedia.org/resource/Addiction_(film) 128
http://dbpedia.org/resource/Batman_Forever 129
http://dbpedia.org/resource/Belle_de_Jour_(film) 130
http://dbpedia.org/resource/Beyond_Rangoon 131
http://dbpedia.org/resource/Blue_in_the_Face 132
http://dbpedia.org/resource/Canadian_Bacon 133
http://dbpedia.org/resource/Casper_(film) 134
http://dbpedia.org/resource/Clockers_(film) 135
http://dbpedia.org/resource/Congo_(film) 136
http://dbpedia.org/resource/Crimson_Tide_(film) 137
http://dbpedia.org/resource/Crumb_(film) 138
http://dbpedia.org/resource/Desperado_(film) 139
http://dbpedia.org/resource/Devil_in_a_Blue_Dress_(film) 140
http://dbpedia.org/resource/Die_Hard_with_a_Vengeance 141
http://dbpedia.org/resource/The_Doom_Generation 142
http://dbpedia.org/resource/First_Knight 143
http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home 144
http://dbpedia.org/resource/Hackers_(film) 145
http://dbpedia.org/resource/Jeffrey_(film) 146
http://dbpedia.org/resource/Johnny_Mnemonic_(film) 147
http://dbpedia.org/resource/Judge_Dredd_(film) 148
http://dbpedia.org/resource/Jury_Duty_(film) 149
http://dbpedia.org/resource/Kids_(film) 150
http://dbpedia.org/resource/Living_in_Oblivion 151
http://dbpedia.org/resource/Lord_of_Illusions 152
http://dbpedia.org/resource/Love_and_Human_Remains 153
http://dbpedia.org/resource/Mad_Love_(1995_film) 154
http://dbpedia.org/resource/Mallrats 155
http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers:_The_Movie 156
http://dbpedia.org/resource/Moonlight_and_Valentino 157
http://dbpedia.org/resource/Mute_Witness 158
http://dbpedia.org/resource/Nadja_(film) 159
http://dbpedia.org/resource/NetForce_(film) 160
http://dbpedia.org/resource/Nine_Months 161
http://dbpedia.org/resource/Party_Girl_(1995_film) 162
http://dbpedia.org/resource/Prophecy_(film) 163
http://dbpedia.org/resource/Reckless_(1995_film) 164
http://dbpedia.org/resource/Safe_(1995_film) 165
http://dbpedia.org/resource/The_Scarlet_Letter_(1995_film) 166
http://dbpedia.org/resource/Showgirls 167
http://dbpedia.org/resource/Smoke_(film) 168
http://dbpedia.org/resource/Something_to_Talk_About_(film) 169
http://dbpedia.org/resource/Species_(film) 170
http://dbpedia.org/resource/The_Stars_Fell_on_Henrietta 171
http://dbpedia.org/resource/Strange_Days_(film) 172
http://dbpedia.org/resource/The_Umbrellas_of_Cherbourg 173
http://dbpedia.org/resource/The_Tie_That_Binds_(1995_film) 174
http://dbpedia.org/resource/Three_Wishes_(film) 175
http://dbpedia.org/resource/Total_Eclipse_(film) 176
http://dbpedia.org/resource/To_Wong_Foo,_Thanks_for_Everything!_Julie_Newmar 177
http://dbpedia.org/resource/Under_Siege_2:_Dark_Territory 178
http://dbpedia.org/resource/Unstrung_Heroes 179
http://dbpedia.org/resource/Unzipped_(film) 180
http://dbpedia.org/resource/A_Walk_in_the_Clouds 181
http://dbpedia.org/resource/Waterworld 182
http://dbpedia.org/resource/White_Man's_Burden_(film) 183
210 184
http://dbpedia.org/resource/The_Browning_Version_(1994_film) 185
http://dbpedia.org/resource/Bushwhacked_(film) 186
http://dbpedia.org/resource/Burnt_by_the_Sun 187
214 188
http://dbpedia.org/resource/Before_Sunrise 189
http://dbpedia.org/resource/Billy_Madison 190
http://dbpedia.org/resource/The_Babysitter 191
http://dbpedia.org/resource/Boys_on_the_Side 192
http://dbpedia.org/resource/Cure_(film) 193
http://dbpedia.org/resource/Castle_Freak 194
http://dbpedia.org/resource/Circle_of_Friends_(1995_film) 195
http://dbpedia.org/resource/Clerks_II 196
http://dbpedia.org/resource/Don_Juan_DeMarco 197
http://dbpedia.org/resource/Disclosure_(film) 198
http://dbpedia.org/resource/Drop_Zone_(film) 199
http://dbpedia.org/resource/Destiny_Turns_on_the_Radio 200
http://dbpedia.org/resource/Death_and_the_Maiden_(film) 201
http://dbpedia.org/resource/Dolores_Claiborne_(film) 202
http://dbpedia.org/resource/Dumb_and_Dumber 203
232 204
http://dbpedia.org/resource/Exotica_(film) 205
http://dbpedia.org/resource/Exit_to_Eden_(film) 206
http://dbpedia.org/resource/Ed_Wood_(film) 207
http://dbpedia.org/resource/French_Kiss_(1995_film) 208
http://dbpedia.org/resource/Forget_Paris 209
http://dbpedia.org/resource/Far_from_Home:_The_Adventures_of_Yellow_Dog 210
http://dbpedia.org/resource/A_Goofy_Movie 211
http://dbpedia.org/resource/Hideaway_(film) 212
http://dbpedia.org/resource/Fluke_(film) 213
http://dbpedia.org/resource/Farinelli_(film) 214
http://dbpedia.org/resource/Gordy 215
http://dbpedia.org/resource/Gumby:_The_Movie 216
http://dbpedia.org/resource/The_Glass_Shield 217
http://dbpedia.org/resource/Hoop_Dreams 218
http://dbpedia.org/resource/Heavenly_Creatures 219
http://dbpedia.org/resource/Houseguest 220
http://dbpedia.org/resource/Immortal_Beloved_(film) 221
http://dbpedia.org/resource/Heavyweights 222
http://dbpedia.org/resource/Hunted_(film) 223
http://dbpedia.org/resource/I.Q._(film) 224
http://dbpedia.org/resource/Interview_with_the_Vampire:_The_Vampire_Chronicles 225
http://dbpedia.org/resource/Jefferson_in_Paris 226
http://dbpedia.org/resource/The_Jerky_Boys:_The_Movie 227
http://dbpedia.org/resource/Junior_(1994_film) 228
http://dbpedia.org/resource/Just_Cause_(film) 229
http://dbpedia.org/resource/A_Kid_in_King_Arthur's_Court 230
http://dbpedia.org/resource/Kiss_of_Death_(1995_film) 231
http://dbpedia.org/resource/Star_Wars_(film) 232
http://dbpedia.org/resource/Little_Women_(1994_film) 233
262 234
http://dbpedia.org/resource/Ladybird,_Ladybird_(film) 235
http://dbpedia.org/resource/Like_Water_for_Chocolate_(film) 236
http://dbpedia.org/resource/Legends_of_the_Fall 237
http://dbpedia.org/resource/Major_Payne 238
http://dbpedia.org/resource/Little_Odessa 239
269 240
http://dbpedia.org/resource/Love_Affair_(1994_film) 241
http://dbpedia.org/resource/Losing_Isaiah 242
http://dbpedia.org/resource/The_Madness_of_King_George 243
http://dbpedia.org/resource/Mary_Shelley's_Frankenstein_(film) 244
http://dbpedia.org/resource/Man_of_the_House_(1995_film) 245
http://dbpedia.org/resource/Mixed_Nuts_(1922_film) 246
http://dbpedia.org/resource/Milk_Money_(film) 247
http://dbpedia.org/resource/Miracle_on_34th_Street_(1994_film) 248
http://dbpedia.org/resource/Miami_Rhapsody 249
http://dbpedia.org/resource/My_Family_(film) 250
http://dbpedia.org/resource/Murder_in_the_First 251
http://dbpedia.org/resource/Nobody's_Fool_(1994_film) 252
http://dbpedia.org/resource/Nell_(film) 253
http://dbpedia.org/resource/New_Jersey_Drive 254
287 255
http://dbpedia.org/resource/Natural_Born_Killers 256
http://dbpedia.org/resource/Only_You_(1994_film) 257
http://dbpedia.org/resource/Once_Were_Warriors_(film) 258
http://dbpedia.org/resource/Poison_Ivy_II:_Lily 259
http://dbpedia.org/resource/Outbreak_(film) 260
293 261
http://dbpedia.org/resource/The_Perez_Family 262
http://dbpedia.org/resource/A_Pyromaniac's_Love_Story 263
http://dbpedia.org/resource/Pulp_Fiction 264
http://dbpedia.org/resource/The_Pink_Panther_(1963_film) 265
http://dbpedia.org/resource/Pushing_Hands_(film) 266
http://dbpedia.org/resource/Priest_(1994_film) 267
http://dbpedia.org/resource/Quiz_Show_(film) 268
http://dbpedia.org/resource/Picture_Bride_(film) 269
302 270
http://dbpedia.org/resource/The_Quick_and_the_Dead_(1995_film) 271
http://dbpedia.org/resource/Roommates_(1995_film) 272
305 273
http://dbpedia.org/resource/Three_Colors:_Red 274
http://dbpedia.org/resource/Three_Colors:_Blue 275
http://dbpedia.org/resource/Three_Colors:_White 276
http://dbpedia.org/resource/Red_Firecracker,_Green_Firecracker 277
http://dbpedia.org/resource/Stuart_Saves_His_Family 278
http://dbpedia.org/resource/The_Swan_Princess 279
http://dbpedia.org/resource/The_Secret_of_Roan_Inish 280
http://dbpedia.org/resource/The_Specialist 281
http://dbpedia.org/resource/Stargate_(film) 282
http://dbpedia.org/resource/Santa_Claus_Conquers_the_Martians 283
http://dbpedia.org/resource/The_Shawshank_Redemption 284
http://dbpedia.org/resource/Shallow_Grave 285
http://dbpedia.org/resource/Suture_(film) 286
321 287
http://dbpedia.org/resource/Swimming_with_Sharks 288
http://dbpedia.org/resource/The_Sum_of_Us_(film) 289
http://dbpedia.org/resource/National_Lampoon's_Senior_Trip 290
http://dbpedia.org/resource/To_Live_(1994_film) 291
http://dbpedia.org/resource/Tank_Girl_(film) 292
http://dbpedia.org/resource/Demon_Knight 293
http://dbpedia.org/resource/Star_Trek_Generations 294
http://dbpedia.org/resource/Tales_from_the_Hood 295
http://dbpedia.org/resource/Tom_&_Viv 296
http://dbpedia.org/resource/Village_of_the_Damned_(1995_film) 297
http://dbpedia.org/resource/Tommy_Boy 298
http://dbpedia.org/resource/Vanya_on_42nd_Street 299
http://dbpedia.org/resource/Underneath_the_Arches_(film) 300
http://dbpedia.org/resource/The_Walking_Dead_(1995_film) 301
http://dbpedia.org/resource/What's_Eating_Gilbert_Grape 302
http://dbpedia.org/resource/Virtuosity 303
http://dbpedia.org/resource/While_You_Were_Sleeping 304
http://dbpedia.org/resource/The_War_(1994_film) 305
http://dbpedia.org/resource/Double_Happiness_(film) 306
http://dbpedia.org/resource/Muriel's_Wedding 307
http://dbpedia.org/resource/The_Baby-Sitters_Club_(film) 308
http://dbpedia.org/resource/Ace_Ventura:_Pet_Detective 309
http://dbpedia.org/resource/The_Adventures_of_Priscilla,_Queen_of_the_Desert 310
http://dbpedia.org/resource/Backbeat_(film) 311
http://dbpedia.org/resource/Bitter_Moon 312
http://dbpedia.org/resource/Bullets_over_Broadway 313
http://dbpedia.org/resource/Clear_and_Present_Danger_(film) 314
http://dbpedia.org/resource/The_Client_(1994_film) 315
http://dbpedia.org/resource/Corrina,_Corrina_(film) 316
http://dbpedia.org/resource/Crooklyn 317
http://dbpedia.org/resource/The_Crow_(1994_film) 318
http://dbpedia.org/resource/Cobb_(film) 319
http://dbpedia.org/resource/The_Flintstones:_On_the_Rocks 320
http://dbpedia.org/resource/Forrest_Gump 321
http://dbpedia.org/resource/Four_Weddings_and_a_Funeral 322
http://dbpedia.org/resource/Higher_Learning 323
http://dbpedia.org/resource/I_Like_It_Like_That_(film) 324
360 325
http://dbpedia.org/resource/It_Could_Happen_to_You_(film) 326
http://dbpedia.org/resource/Rudyard_Kipling's_The_Jungle_Book 327
363 328
http://dbpedia.org/resource/Leo_the_Lion:_King_of_the_Jungle 329
http://dbpedia.org/resource/Little_Buddha 330
http://dbpedia.org/resource/Wes_Craven's_New_Nightmare 331
http://dbpedia.org/resource/Mask_(film) 332
http://dbpedia.org/resource/Maverick_(film) 333
http://dbpedia.org/resource/Mrs._Parker_and_the_Vicious_Circle 334
370 335
http://dbpedia.org/resource/Paper_Moon_(film) 336
http://dbpedia.org/resource/Reality_Bites 337
http://dbpedia.org/resource/Red_Rock_West 338
http://dbpedia.org/resource/Richie_Rich_(film) 339
http://dbpedia.org/resource/Safe_Passage_(film) 340
http://dbpedia.org/resource/Wild_River_(film) 341
http://dbpedia.org/resource/Speed_(1994_film) 342
http://dbpedia.org/resource/Speechless 343
http://dbpedia.org/resource/Timecop 344
http://dbpedia.org/resource/True_Lies 345
http://dbpedia.org/resource/When_a_Man_Loves_a_Woman_(film) 346
http://dbpedia.org/resource/Wolf_(1994_film) 347
http://dbpedia.org/resource/Wyatt_Earp_(film) 348
http://dbpedia.org/resource/Bad_Company_(1995_film) 349
http://dbpedia.org/resource/A_Man_of_No_Importance_(film) 350
http://dbpedia.org/resource/S.F.W. 351
http://dbpedia.org/resource/A_Low_Down_Dirty_Shame 352
http://dbpedia.org/resource/Boys_Life_(film) 353
389 354
http://dbpedia.org/resource/Faster,_Pussycat!_Kill!_Kill! 355
http://dbpedia.org/resource/Jason's_Lyric 356
http://dbpedia.org/resource/The_Secret_Adventures_of_Tom_Thumb 357
http://dbpedia.org/resource/Street_Fighter_(1994_film) 358
http://dbpedia.org/resource/Coldblooded_(film) 359
397 360
http://dbpedia.org/resource/Highlander_III:_The_Sorcerer 361
http://dbpedia.org/resource/In_the_Mouth_of_Madness 362
http://dbpedia.org/resource/8_Seconds 363
http://dbpedia.org/resource/Above_the_Rim 364
http://dbpedia.org/resource/Addams_Family_Values 365
http://dbpedia.org/resource/You_So_Crazy 366
